"id","company","model","content","created_at","updated_at"
"267","REALME","3","بورده + بصمه","2024-10-28 01:35:02","2024-10-28 01:35:02"
"268","REALME","6PRO","هوسينج","2024-10-28 01:35:35","2024-10-28 01:35:35"
"269","REALME","6PRO","هوسينج","2024-10-28 01:36:05","2024-10-28 01:36:05"
"270","REALME","NOTE6 PRO","باك + بصمه","2024-10-28 01:37:59","2024-10-28 01:37:59"
"271","REALME","5","كامل","2024-10-28 01:38:11","2024-10-28 01:38:11"
"272","REALME","6PRO","جرس + بصمه + باك + ربط + شحن","2024-10-28 01:40:54","2024-10-28 01:40:54"
"273","REDMI","NOTE7","باك","2024-10-28 01:41:41","2024-10-31 16:34:34"
"274","REDMI","10C","شاشه بفريم + بطاريه + ربط + شحن + كامره + باور","2024-10-28 01:43:16","2024-10-31 16:33:59"
"275","REDMI","9","باك","2024-10-28 01:43:30","2024-10-31 16:35:08"
"276","REDMI","5","كامل","2024-10-28 01:43:44","2024-10-31 16:35:21"
"277","REDMI","MI A1","كامل","2024-10-28 01:44:13","2024-10-31 16:35:33"
"278","NOKE","C1","كامل","2024-10-28 01:44:35","2024-10-28 01:45:51"
"279","NOKE","3","كامل بدون بور","2024-10-28 01:46:35","2024-10-28 01:46:35"
"280","SONY","M4","كامل","2024-10-28 01:46:53","2024-10-28 01:47:40"
"281","SONY","مش عارف","بورده + بطاريه + شاشه بفريم","2024-10-28 01:48:54","2024-10-28 01:48:54"
"282","SONY","E4","كامل بدون باك","2024-10-28 01:49:33","2024-10-28 01:49:33"
"283","LENOVO","A5000","هوسينج","2024-10-28 01:50:22","2024-10-28 01:50:22"
"284","LENOVO","A5000","هوسينج + شاشه","2024-10-28 01:51:04","2024-10-28 01:51:04"
"285","LENOVO","B","كامل","2024-10-28 01:51:18","2024-10-28 01:51:18"
"286","LENOVO","VIBEPL","كامل","2024-10-28 16:46:58","2024-10-28 16:46:58"
"287","LENOVO","P1M","باك","2024-10-28 16:47:41","2024-10-28 16:47:41"
"288","LENOVO","A328","كامل","2024-10-28 16:48:07","2024-10-28 16:48:07"
"289","LENOVO","K3","بطاريه + شاشه بفريم","2024-10-28 16:49:08","2024-10-28 16:49:08"
"290","ARCHOS","مش عارف","كامل","2024-10-28 16:50:02","2024-10-28 16:50:02"
"291","SONY","XPERIA","كامل","2024-10-28 16:50:49","2024-10-28 16:50:49"
"292","ARCHOS","مش عارف","كامل","2024-10-28 16:51:15","2024-10-28 16:51:15"
"293","AICALEI","مش عارف","كامل","2024-10-28 16:52:16","2024-10-28 16:52:16"
"294","TECNO","CAMON","باك + كاميرات","2024-10-28 16:53:32","2024-10-28 16:53:32"
"295","LG","مش عارف","كامل","2024-10-28 16:53:59","2024-10-28 16:53:59"
"296","BLACKBERRY","زراير","بدون بورده","2024-10-28 16:57:14","2024-10-28 16:57:14"
"297","NOKE","زراير","كامل","2024-10-28 17:03:30","2024-10-28 17:03:30"
"298","HUAWEI","Y7-19","بورده + فريم + شحن","2024-10-28 17:05:05","2024-10-28 17:05:05"
"299","INFINIX","X5010","بورده + ربط + شحن + فرام","2024-10-28 17:11:44","2024-10-28 17:11:44"
"300","OPPO","A3S","فرام + ربط + شحن","2024-10-28 17:12:58","2024-10-28 17:12:58"
"301","مش عارف","مش عارف","فرام","2024-10-28 17:13:56","2024-10-28 17:13:56"
"302","OPPO","RENO3","فرام","2024-10-28 17:14:29","2024-10-28 17:14:29"
"303","LENOVO","K6NOTE","فرام + سماعه","2024-10-28 17:15:26","2024-10-28 17:15:26"
"304","OPPO","A3S","فرام + جرس + فلاته شحن","2024-10-28 17:16:40","2024-10-28 17:16:40"
"305","REDMI","NOTE6PRO","شاشه بفريم + ربط + شحن","2024-10-28 17:18:18","2024-10-28 17:18:18"
"306","OPPO","RENO2F","فرام","2024-10-28 17:18:55","2024-10-28 17:18:55"
"307","INFINIX","X510","ميديل","2024-10-28 17:19:36","2024-10-28 17:19:36"
"308","INFINIX","X626B","فريم + ربط","2024-10-28 17:20:19","2024-10-28 17:20:19"
"309","HUAWEI","Y7 18","فرام + شحن","2024-10-28 17:20:59","2024-10-28 17:20:59"
"310","REDMI","5","فرام","2024-10-28 17:21:26","2024-10-28 17:21:26"
"311","SAMSUNG","M31","فرام","2024-10-28 17:22:29","2024-10-28 17:22:29"
"312","HUAWEI","Y9 PRIME","متور + ربط + فلاته شحن","2024-10-28 17:24:04","2024-10-28 17:24:04"
"313","OPPO","A5S","فرام + باك","2024-10-28 17:24:38","2024-10-28 17:24:38"
"314","RELMEI","مش عارف","فرام + فلاته شحن  + ربط","2024-10-28 17:25:36","2024-10-28 17:25:36"
"315","SAMSUNG","NOTE5","باك + فرام","2024-10-28 17:28:02","2024-10-28 17:28:02"
"316","OPPO","A55","فرام + ربط + شحن","2024-10-28 17:29:06","2024-10-28 17:29:06"
"317","SAMSUNG","A20","فرام","2024-10-28 17:29:37","2024-10-28 17:29:37"
"318","SAMSUNG","A11","فرام","2024-10-28 17:29:57","2024-10-28 17:29:57"
"319","SAMSUNG","M30","فرام","2024-10-28 17:30:22","2024-10-28 17:30:22"
"320","SAMSUNG","X653","فرام + سماعه + شحن","2024-10-28 17:31:19","2024-10-28 17:31:19"
"321","IPHON","6+","بورده + هوسينج + سماعه","2024-10-29 18:13:56","2024-10-29 18:13:56"
"322","HUAWEI","GR5","شاشه بفريم + بطاريه + باك + بيت خط","2024-10-29 18:18:50","2024-10-29 18:18:50"
